bin	CDS_total	CDS_hypothetical	X16S	X23S	X5S	unique_tRNA	checkm_marker_lineage	Completeness	Contamination	Strain_heterogeneity	Genome_size_bp	ambiguous_bases	scaffolds	contigs	N50_scaffolds_	N50_contigs_	Mean_scaffold_length_bp	Mean_contig_length_bp	Longest_scaffold_bp	Longest_contig_bp	GC	GC_std_scaffolds__1kbp	Coding_density	predicted_genes	gtdb_classification	fastani_ani	fastani_af	closest_placement_reference	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	msa_percent	red_value	gtdb_warning	silva_taxonomy	mags_workflow_name	mags_workflow_date	mags_workflow_mode	MAG_status	cmseq_covered_bases	cmseq_polymorphic_bases	percent_snp_rate	cMAG_status	kaiju_domain	kaiju_phylum	AMR_count	VIR_count	cov_il	cov_pb	cov_r9	cov_r104	r_abund_il	r_abund_pb	r_abund_r9	r_abund_r104	cluster	unalligned_bp	genome_frac	dup_ratio	Ns_per_100kb	MMs_per_100kb	Indels_per_100kb
pbccs-il_bin.0028	2299	1125	2	2	2	20	o__Clostridiales (UID1212)	95.97	2.01	0	2443301	19	6	6	1499029	1499024	407216	407213	1499029	1499024	43.6	1.02	88.52	2264	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU033;s__	N/A	N/A	GCA_002409375.1	89.31	0.77	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU033;s__	taxonomic classification defined by topology and ANI	94	0.9815792597807943	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	GU389757.1.1325 Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	233283	1468	0.629278601526901	N	Bacteria	 Firmicutes	1	0	5.0807314	6.6964097	10.000874	2.4969552	0.10419729	0.12196123	0.08132205	0.06674326	74_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0029	1260	562	2	2	1	10	c__Clostridia (UID1085)	39.79	0	0	1136931	45	19	19	72597	72594	59838	59836	143699	143696	36.7	1.64	86.46	1247	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__BICA1-8;g__JAAZJU01;s__JAAZJU01 sp012800195	98.6	0.69	GCA_012800195.1	98.6	0.69	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__BICA1-8;g__;s__	taxonomic classification defined by topology and ANI	47.65	N/A	N/A	HQ155706.1.1426 Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;uncultured;uncultured prokaryote	pbccs-il	2022-02-23	PacBio HiFi + Illumina	LQ	39981	984	2.46116905530127	N	Bacteria	 Firmicutes	1	0	3.1870863	3.8444283	8.824316	2.204988	0.0653618	0.07001829	0.07175488	0.05893902	NA	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0030	2139	951	2	2	2	20	p__Firmicutes (UID239)	90.1	3.3	100	2314885	0	13	13	278366	278366	178068	178068	913347	913347	48.2	0.82	87.58	2101	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic novelty determined using RED	90.25	0.8804619332792554	N/A	KC333936.1.1493 Bacteria;Firmicutes;D8A-2;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	2225995	9610	0.431717052374331	N	Bacteria	 Aquificae	0	0	25.112978	31.688278	45.52299	9.828541	0.5150251	0.5771363	0.37016997	0.26271552	99_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0031	2374	1435	2	2	2	20	k__Bacteria (UID2569)	97.85	1.08	0	2459342	0	30	30	1932916	1932916	81978	81978	1932916	1932916	40.5	4.97	91.91	2330	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__W0P28-013 sp012837685	99.52	0.99	GCA_012837685.1	99.52	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__	taxonomic classification defined by topology and ANI	95.37	N/A	N/A	FPLM01004737.14.1519 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;uncultured;metagenome	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	2416777	7732	0.319930221116801	N	Bacteria	 Bacteroidetes	4	0	34.932728	15.953092	105.45415	35.96615	0.71641165	0.29055253	0.8574998	0.96137	173_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0032	770	416	1	1	1	18	k__Bacteria (UID203)	69.51	0	0	731903	0	6	6	214055	214055	121983	121983	290894	290894	33.4	0.82	91.83	731	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__	N/A	N/A	GCA_012513575.1	78.94	0.3	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__	taxonomic classification defined by topology and ANI	64.66	0.9399299631988423	N/A	GU112185.1.1514 Bacteria;Patescibacteria;Dojkabacteria;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	MQ	287428	5375	1.87003353883407	N	Bacteria	 Firmicutes	0	0	8.50874	14.277769	23.723923	6.3400574	0.1745	0.26004	0.19291095	0.16946883	15_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0033	3193	1739	1	1	1	20	p__Bacteroidetes (UID2605)	96.19	4.29	41.67	3823911	11	22	22	2270309	2270307	173814	173813	2270309	2270307	48.3	2.21	90.58	3146	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__SR-FBR-E99 sp009881065	98.55	0.98	GCA_009881065.1	98.55	0.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__SR-FBR-E99;s__	taxonomic classification defined by topology and ANI	94.52	N/A	N/A	FPLM01000992.16.1523 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;metagenome	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	670164	6604	0.98543043195397	N	Bacteria	 Bacteroidetes	0	0	6.1450443	9.16183	11.446904	2.3861945	0.12602456	0.16686374	0.09308044	0.06378264	34_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0034	3028	1586	3	3	4	20	k__Bacteria (UID2495)	95.4	10.34	75	3066760	24	46	46	148699	148699	66668	66668	401864	401864	53	2.93	90.93	2997	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__Sphaerochaeta sp004294855	98.92	0.92	GCA_004294855.1	98.92	0.92	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__	taxonomic classification defined by topology and ANI	83.36	N/A	N/A	GQ138170.1.1398 Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sphaerochaeta;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	Contaminated	2475034	46975	1.89795372508014	N	Bacteria	 Spirochaetes	0	0	20.706331	17.084785	48.969894	18.159798	0.42465213	0.31116396	0.39819843	0.4854088	NA	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0035	1759	672	1	1	1	20	k__Bacteria (UID1452)	94.55	0	0	1801515	42	3	3	1228659	1228623	600505	600491	1228659	1228623	35.6	1.37	89.55	1736	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__;s__	taxonomic novelty determined using RED	87.69	0.9095676985117033	N/A	GQ135662.1.1415 Bacteria;Actinobacteriota;WCHB1-81;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	50530	316	0.625371066693054	N	Bacteria	 Firmicutes	0	0	3.3747766	6.7907662	9.021719	2.6249785	0.06921101	0.123679735	0.073360056	0.07016531	4_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0036	1782	790	4	4	4	21	o__Clostridiales (UID1120)	83.31	8.98	84.62	2080698	0	22	22	201890	201890	94577	94577	396616	396616	50.3	1.64	88.02	1737	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA4923;s__UBA4923 sp012799695	99.15	0.92	GCA_012799695.1	99.15	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA4923;s__	taxonomic classification defined by topology and ANI	84.46	N/A	N/A	KC846031.1.1493 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;Fastidiosipila;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	MQ	2077547	8265	0.397824934887153	N	Bacteria	 Firmicutes	0	0	373.52682	556.4948	647.104	184.2151	7.660409	10.1354	5.2619224	4.9240437	153_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0037	1910	845	2	2	2	16	k__Bacteria (UID2570)	77.87	0.55	100	2316320	0	24	24	92664	92664	96513	96513	421877	421877	49.2	1.43	91.89	1901	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__Petrimonas mucosa	99.36	0.92	GCF_900095795.1	99.36	0.92	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Petrimonas;s__	taxonomic classification defined by topology and ANI	78.96	N/A	N/A	LT608328.2822622.2824138 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Petrimonas;Petrimonas mucosa	pbccs-il	2022-02-23	PacBio HiFi + Illumina	MQ	2131038	2616	0.122757078944627	N	Bacteria	 Bacteroidetes	0	0	53.383617	83.93702	97.49366	20.65285	1.0948085	1.5287389	0.7927692	0.5520477	168_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0038	4378	2779	1	1	0	20	k__Bacteria (UID2982)	99.32	5.63	31.58	5177440	0	16	16	4696780	4696780	323590	323590	4696780	4696780	60.2	12.81	88.77	4327	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__NGM72-4;g__MWDV01;s__MWDV01 sp002070715	98.17	0.93	GCA_002070715.1	98.17	0.93	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__NGM72-4;g__;s__	taxonomic classification defined by topology and ANI	90.11	N/A	N/A	MWDV01000435.2570.4121 Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin118;Verrucomicrobia bacterium ADurb.Bin118	pbccs-il	2022-02-23	PacBio HiFi + Illumina	MQ	5120725	3410	0.0665921329499241	N	Bacteria	 Proteobacteria	0	0	40.007652	25.807056	100.89926	38.742065	0.8204899	0.47002205	0.82046175	1.0355699	44_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0039	2546	1072	3	3	3	21	k__Bacteria (UID209)	100	0	0	2699561	4	2	2	1382902	1382902	1349780	1349778	1382902	1382902	57.4	0.42	91.3	2473	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__	N/A	N/A	GCA_012519165.1	82.86	0.8	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__	taxonomic classification defined by topology and ANI	92.56	0.967588103459793	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	FPLM01008605.14.1514 Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;uncultured;metagenome	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	1569247	31232	1.99025392433441	N	Bacteria	 Synergistetes	0	0	10.560295	10.590687	20.43975	6.338667	0.21657397	0.19288741	0.16620573	0.16943167	24_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0040	740	497	1	1	0	20	k__Bacteria (UID203)	56.91	0	0	791477	46	6	6	135567	135554	131912	131905	296091	296074	28.9	0.9	83.8	732	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__;s__	taxonomic novelty determined using RED	46.58	0.8744438987877768	N/A	MWDB01000017.13827.15337 Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales (SR1);candidate division CPR1 bacterium ADurb.Bin160	pbccs-il	2022-02-23	PacBio HiFi + Illumina	MQ	3765	56	1.48738379814077	N	Bacteria	 Firmicutes	0	0	2.167584	4.6901236	6.340025	1.5254428	0.044453513	0.08542088	0.051553875	0.04077487	1_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0041	2684	1363	1	1	1	20	p__Bacteroidetes (UID2605)	98.1	2.3	0	3328833	61	4	4	1904313	1904294	832208	832193	1904313	1904294	35.5	1.69	90.14	2667	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	96.23	0.8310744891598607	N/A	GU389675.1.1243 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	403160	408	0.101200515924199	N	Bacteria	 Bacteroidetes	0	0	5.5178638	9.109393	14.383532	3.2890465	0.11316214	0.16590872	0.11695961	0.08791575	31_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0042	3009	1859	0	0	0	16	p__Firmicutes (UID240)	46.63	4.81	0	2837229	70	60	60	59348	59348	47287	47285	465825	465822	40.2	3.1	86.4	3031	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__DUNY01;s__	N/A	N/A	GCA_012839145.1	86.47	0.3	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Tepidanaerobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	47.63	0.9483602540267021	N/A	NA	pbccs-il	2022-02-23	PacBio HiFi + Illumina	LQ	372809	12335	3.30866475862975	N	Bacteria	 Firmicutes	0	0	4.9447393	6.1051273	10.971875	2.6646407	0.10140832	0.11119225	0.089217745	0.07122547	NA	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0043	2448	1144	2	2	2	20	k__Bacteria (UID2570)	99.73	0	0	2779382	55	11	11	480148	480148	252671	252666	795094	795084	37.2	1.53	90.63	2395	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__Fermentimonas caenicola	99.32	0.9	GCF_001282625.1	99.32	0.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__	taxonomic classification defined by topology and ANI	96.94	N/A	N/A	LN515532.1009280.1010802 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Fermentimonas;Fermentimonas caenicola	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	266152	1500	0.563587724307914	N	Bacteria	 Bacteroidetes	1	0	5.070542	8.839319	10.921554	2.5492458	0.10398832	0.1609899	0.08880856	0.06814098	167_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0044	3153	1321	4	4	6	21	o__Clostridiales (UID1125)	99.39	12.32	96.67	3401414	37	56	56	136299	136297	60739	60738	397415	397415	35	3.66	85.29	3089	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__	taxonomic classification fully defined by topology	91.05	0.8082146465896797	N/A	GQ133078.1.1391 Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;W5053;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	Contaminated	1034843	5115	0.494277875967659	N	Bacteria	 Firmicutes	1	0	7.7655735	10.598624	17.744398	5.418208	0.1592589	0.19303198	0.14428848	0.14482793	NA	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0045	3332	1912	1	1	1	20	p__Bacteroidetes (UID2605)	96.16	0.87	0	4129963	55	13	13	3008217	3008172	317689	317685	3008217	3008172	35.9	1.89	89.27	3359	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	92.46	0.8312721694150594	N/A	GU389675.1.1243 Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	428852	2451	0.571525841082705	N	Bacteria	 Bacteroidetes	0	0	5.2181716	9.083428	12.517406	2.742199	0.107015945	0.16543584	0.10178523	0.07329859	29_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0046	3363	1974	1	1	1	21	k__Bacteria (UID1452)	95.37	0.93	0	4208717	0	5	5	4137348	4137348	841743	841743	4137348	4137348	65.1	6.8	92.62	3294	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA1398;f__UBA1398;g__UBA1398;s__	N/A	N/A	GCA_002305165.1	77.93	0.36	d__Bacteria;p__Armatimonadota;c__UBA5377;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	92.36	0.9078426038980124	N/A	JN536636.1.1396 Bacteria;WS1;uncultured organism	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	2427345	844	0.0347705002791115	N	Bacteria	 Proteobacteria	0	0	10.640462	13.872103	17.895603	5.3913054	0.21821804	0.2526516	0.145518	0.14410883	131_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0047	2434	1299	2	2	2	20	p__Firmicutes (UID239)	90.1	2.97	40	2574041	0	16	16	1483751	1483751	160877	160877	1483751	1483751	54	2.54	89.21	2477	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__;s__	taxonomic classification fully defined by topology	89.06	0.7895343686566922	N/A	KP151225.1.1498 Bacteria;Firmicutes;D8A-2;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	2185632	14698	0.672482833340654	N	Bacteria	 Thermotogae	0	0	16.347784	16.449173	31.111515	8.765041	0.33526564	0.2995876	0.25298312	0.23428832	98_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0048	824	492	2	2	2	13	p__Firmicutes (UID241)	24.58	5.08	33.33	816100	0	14	14	452680	452680	58292	58292	452680	452680	56.6	3.68	85.17	807	d__Bacteria;p__SLNR01;c__SLNR01;o__SLNR01;f__;g__;s__	N/A	N/A	GCA_007132905.1	76.8	0.02	d__Bacteria;p__;c__;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	32.16	0.5974770156173801	N/A	EU421875.1.1226 Bacteria;Firmicutes;D8A-2;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	LQ	323718	2327	0.718835529689421	N	Bacteria	 Firmicutes	0	0	11.453193	10.849374	22.23372	7.547145	0.23488578	0.19759886	0.18079339	0.20173413	NA	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0049	3288	1499	1	1	1	21	c__Deltaproteobacteria (UID3216)	98.71	3.87	50	3558901	1	17	17	483983	483983	209347	209347	803989	803988	57.2	7.13	87.01	3236	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__UBA1062 sp001896555	99.46	0.94	GCA_001896555.1	99.46	0.94	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__UBA1062;s__	taxonomic classification defined by topology and ANI	88.76	N/A	N/A	KT167036.1.1386 Bacteria;SAR324 clade(Marine group B);uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	2277627	11548	0.507018928033431	N	Bacteria	 Proteobacteria	0	0	11.546646	9.46772	24.733002	8.229151	0.23680235	0.17243491	0.20111626	0.21996404	48_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0050	1982	958	3	3	3	20	o__Clostridiales (UID1212)	91.11	0.67	0	2214549	9	4	4	1219571	1219565	553637	553635	1219571	1219565	52.6	0.94	87.65	1948	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU078;s__DTU078 sp002385415	99.84	0.92	GCA_002385415.1	99.84	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU078;s__	taxonomic classification defined by topology and ANI	91.8	N/A	N/A	EU878312.1.1514 Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	1832459	9915	0.541076225989231	N	Bacteria	 Firmicutes	0	0	14.334657	12.521543	29.939205	10.463357	0.2939798	0.22805397	0.2434505	0.27968407	132_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0051	4091	2496	1	1	1	21	k__Bacteria (UID2565)	93.18	2.27	0	4887034	112	31	31	273200	273197	157646	157642	369821	369821	64.5	0.8	83.18	4156	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__;g__;s__	taxonomic classification fully defined by topology	81.1	0.6500576946140367	N/A	JX505288.1.1500 Bacteria;Planctomycetota;Phycisphaerae;mle1-8;uncultured Schlesneria sp.	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	28396	896	3.15537399633751	N	Bacteria	 Planctomycetes	0	0	2.4109268	4.044499	4.1110096	1.2019024	0.049444064	0.07366217	0.033428654	0.03212668	51_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0052	1339	742	1	1	1	17	k__Bacteria (UID2495)	61.34	0	0	1598225	32	21	21	113147	113144	76105	76104	226302	226288	50.9	2.72	88.52	1325	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__	N/A	N/A	GCA_002391675.1	87.57	0.71	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900;s__	taxonomic classification defined by topology and ANI	61.98	0.9892614707814519	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	CZCA01007650.14.1547 Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;W27;anaerobic digester metagenome	pbccs-il	2022-02-23	PacBio HiFi + Illumina	MQ	13894	207	1.48985173456168	N	Bacteria	 Candidatus Cloacimonetes	0	0	2.7919033	3.4698262	6.0608177	1.5109534	0.057257257	0.06319569	0.049283504	0.040387575	182_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0053	2180	1149	2	2	2	20	o__Clostridiales (UID1120)	95.1	0.7	0	2402228	1	3	3	1567197	1567196	800742	800742	1567197	1567196	40.4	0.52	91.73	2126	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__DUPQ01 sp012838235	99.91	0.96	GCA_012838235.1	99.91	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__	taxonomic classification defined by topology and ANI	93.33	N/A	N/A	AB175382.1.1453 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;uncultured;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	1487620	1375	0.0924295182909614	N	Bacteria	 Firmicutes	0	0	12.032364	10.990934	32.95789	9.9810295	0.24676363	0.20017709	0.2679969	0.2667915	106_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0054	3303	1742	2	2	2	16	o__Clostridiales (UID1212)	73.41	24.33	0	3271197	89	81	81	48904	48904	40385	40384	226307	226307	42	1.49	84.91	3345	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__;f__;g__;s__	taxonomic novelty determined using RED	54.06	0.6196650988840458	Genome has more than 20.8% of markers with multiple hits	JX576054.1.1277 Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae;HN-HF0106;uncultured Firmicutes bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	Contaminated	98456	4887	4.96363857967011	N	Bacteria	 Firmicutes	0	0	2.3158197	3.7028935	4.9929247	1.2533439	0.047493577	0.06744053	0.04059994	0.033501707	NA	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0055	2390	997	2	1	1	21	c__Deltaproteobacteria (UID3217)	96.33	0	0	2599151	15	22	22	176544	176544	118143	118142	309578	309575	52	1.76	88.09	2354	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus sp012729435	99.77	0.86	GCA_012729435.1	99.77	0.86	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__	taxonomic classification defined by topology and ANI	88.78	N/A	N/A	GQ138500.1.1420 Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	HQ	220417	996	0.451870772218114	N	Bacteria	 Proteobacteria	0	0	5.176149	3.715201	13.107837	4.4177656	0.10615414	0.06766469	0.10658631	0.118086256	87_1	NA	NA	NA	NA	NA	NA
pbccs-il_bin.0056	1832	1002	2	2	2	20	c__Clostridia (UID1118)	85.75	1.61	50	2303356	0	15	15	394380	394380	153557	153557	1010967	1010967	32.2	3.03	88.41	1764	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__JAAZJD01;s__JAAZJD01 sp012800525	99.48	0.96	GCA_012800525.1	99.48	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__JAAZJD01;s__	taxonomic classification defined by topology and ANI	86.02	N/A	N/A	GQ136544.1.1337 Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured bacterium	pbccs-il	2022-02-23	PacBio HiFi + Illumina	MQ	2197041	5133	0.233632417419611	N	Bacteria	 Firmicutes	0	0	25.403723	8.090089	128.22755	52.561802	0.5209878	0.14734422	1.0426817	1.4049695	126_1	NA	NA	NA	NA	NA	NA
